2259,ostensible,"outwardly appearing as such, professed"
2260,outlandish,"bizarre, strange"
2261,outright,complete or total
2262,overt,open and not secret nor concealed
2263,overweening,"unduly confident, arrogant, presumptuous, conceited"
2264,overweight,weighing too much or more than is considered normal
2265,overwrought,"in a state of excessive nervousness, excitement, or anger"
2266,pacific,"calm, peaceful"
2267,painstaking,"carefully attentive to details, diligent in a procedure"
2268,palatable,"pleasing to the taste, tasty"
2269,palatial,of or relating to a palace
2270,palliative,minimising progression of a disease for as long as possible
2271,pallid,"appearing weak, pale or wan"
2272,palpable,"capable of being touched, felt or handled"
2273,paltry,ridiculously or insultingly small
2274,paludal,of or pertaining to marshes
2275,pan-american,"of all the countries of north, central and south america"
2276,pandemic,"disease prevalent in a country, continent, or the world"
2277,parallel,"extending in same direction, never converging or diverging"
2278,paramount,"chief in importance or impact, supreme, preeminent"
2279,Parisian,"of, or pertaining to, or characteristic of paris, france"
2280,parlous,"perilous, dangerous"
2281,parochial,pertaining to a parish
2282,paronymous,containing the same root or stem as another word
2283,parsimonious,"extremely frugal, stingy"
2284,partible,divisible (able to be divided or partitioned)
2285,partisan,"a supporter of a person, group, party or cause"
2286,passible,"capable of feeling, especially suffering"
2287,passive,not reacting to something that should produce an emotion
2288,pastoral,having the simplicity or charm attributed to rural areas
2289,paternal,"of one's father, or his side of a family"
2290,patronymic,"derived from ancestors, as, a patronymic denomination"
2291,peaceable,"favouring peace rather than conflict, not aggressive"
2292,peaceful,not at war or disturbed by strife or turmoil
2293,peccable,"liable to sin, subject to transgress the divine law"
2294,peccant,guilty of a moral offence
2295,pectoral,"of or pertaining to the breast, the pectoral muscles"
2296,pecuniary,of or pertaining to money
2297,pedestrian,"lacking in vitality, imagination, distinction, etc"
2298,peerless,"without equal, unparalleled, best"
2299,peevish,"showing annoyance, irritation or bad mood"
2300,pejorative,"having a disparaging, derogatory or belittling effect"
2301,pellucid,"allowing for the passage of light, transparent"
2302,penitent,feeling or expressing sorrow for sin or wrongdoing
2303,penitential,pertaining to penance or penitence
2304,pensive,dreamily or wistfully thoughtful
2305,pentavalent,having a valence of 5
2306,penultimate,coming next-to-last in a sequence
2307,penurious,"extremely stingy, parsimonious, miserly"
2308,perceptive,"having keenness of perception, insight or intuition"
2309,percipient,"having the ability to perceive, especially quickly"
2310,peremptory,leaving no opportunity for denial or refusal
2311,perennial,"remaining active throughout the year, or all the time"
2312,perfectible,"able to be perfected, capable of perfection"
2313,perfidious,"deliberately faithless, treacherous"
2314,perfunctory,"performed merely as a routine duty, hasty and superficial"
2315,perilous,dangerous
2316,peripatetic,tending to walk about
2317,peripheral,pertaining to the outside surface or boundary of an area
2318,permanent,"without end, eternal"
2319,permeable,capable of being penetrated
2320,permissible,allowable
2321,pernicious,causing insidious harm or ruin
2322,perpendicular,(geometry) meeting a given line or surface at right angles
2323,perpetual,"lasting forever, or for an indefinitely long time"
2324,persnickety,fastidious or fussy
2325,personable,"having a pleasing manner, friendly, amiable"
2326,personal,"coming from a particular person, individual, private"
2327,perspective,depicting spatial relationships on a flat surface
2328,perspicacious,having keen mental perception and understanding
2329,perspicuous,clearly expressed or presented
2330,persuadable,capable of being convinced
2331,pertinacious,holding tenaciously to an opinion or purpose
2332,pertinent,"important with regards to (a subject or matter), relevant"
2333,pervasive,"manifested throughout, penetrating or affecting everything"
2334,perverse,willfully determined to go counter to what is expected
2335,pervious,admitting of passage or entrance
2336,pestilent,"highly injurious or destructive to life, deadly"
2337,petrous,"like stone, especially in hardness"
2338,petulant,"showing sudden, impatient irritation"
2339,phenomenal,"very remarkable, highly extraordinary, amazing"
2340,philanthropic,benevolent
2341,phlegmatic,not easily excited to action or display of emotion
2342,phonetic,relating to the sounds of spoken language
2343,phonic,of or pertaining to speech sound
2344,photoelectric,pertaining to electric effects produced by light
2345,picaresque,a form of fiction depicting the adventures of a roguish hero
2346,picayune,"petty, trivial, of little consequence"
2347,piecemeal,made or done in pieces or one stage at a time
2348,pied,having patches of two or more colours
2349,pious,having a dutiful spirit of reverence for god
2350,piquant,agreeably pungent or sharp in taste or flavour
2351,piteous,evoking or deserving pity
2352,pithy,"brief, forceful and meaningful in expression"
2353,pitiable,"evoking or deserving pity, pitiful"
2354,pitiful,evoking or deserving pity
2355,pitiless,feeling or showing no pity
2356,pivotal,of vital or critical importance
2357,placid,"calm and quiet, peaceful, tranquil"
2358,plaintive,"sorrowful, mournful or melancholic"
2359,platonic,free from sensual desire
2360,plausible,"seemingly or apparently likely, or acceptable"
2361,pleasant,"giving pleasure, pleasing in manner"
2362,pleasurable,enjoyable
2363,plebeian,belonging or pertaining to the common people
2364,plebian,alternative spelling of plebeian
2365,plenary,"fully attended, for everyone's attendance"
2366,plenipotentiary,a person with power to do business on behalf of another
2367,plenteous,"of or pertaining to plenty, abundance"
2368,pliable,easily bent
2369,pliant,"capable of bending, flexible, pliable"
2370,pluperfect,perfect with respect to a point of reference in past time
2371,plural,consisting of or containing more than one of something
2372,pneumatic,of or relating to air or other gases
2373,poetic,possessing the qualities or charm of poetry
2374,poignant,keenly distressing to the feelings
2375,polar,of or relating to the north or south pole
2376,politic,shrewd or prudent in practical matters
2377,polyglot,able to speak or write several languages
2378,polytechnic,offering instruction in a variety of technical subjects
2379,pompous,"affectedly grand, solemn or self-important"
2380,populous,"full of residents, as a region, heavily populated"
2381,portentous,"ominously significant, portending evil"
2382,portly,rather heavy or fat
2383,posterior,"located behind, or towards the rear of an object"
2384,postgraduate,further studies after completing a degree
2385,posthumous,"arising, occurring or continuing after one's death"
2386,potable,good for drinking without fear of poisoning or disease
2387,potent,"powerful, mighty"
2388,potential,"existing in possibility, not in actuality"
2389,pragmatic,pertaining to a practical point of view
2390,precipitant,falling headlong
2391,precipitous,extremely steep
2392,precise,"exact, accurate"
2393,precocious,unusually advanced or mature in development
2394,predatory,"of, or relating to a predator"
2395,preeminent,exceeding others in quality or rank
2396,prefatory,"introductory, preliminary, serving as a prelude or preface"
2397,prehensile,able to take hold of and clasp objects
2398,premature,occurring too soon
2399,premeditated,"done deliberately, planned in advance"
2400,preposterous,"absurd, or contrary to common sense"
2401,prerogative,having a hereditary or official right or privilege
2402,prescient,having knowledge of events before they take place
2403,prescription,paper from doctor for pharmacist stating medication you need
2404,presentient,having a premonition
2405,prestigious,of high honour or reputation
2406,preternatural,"strange, inexplicable, extraordinary, abnormal"
2407,priggish,like a prig
2408,prim,precise or proper
2409,prima,most important
2410,primeval,belonging to the first ages
2411,primitive,"of, or pertaining to, the beginning or origin"
2412,primordial,"first, earliest or original"
2413,pristine,"unspoiled, still with its original purity"
2414,privy,having knowledge of something private or secret
2415,productive,"capable of producing something, especially in abundance"
2416,profane,irreligious
2417,proficient,"good at, skilled, fluent, practiced"
2418,profligate,utterly immoral
2419,profound,entering deeply into subjects of thought or knowledge
2420,profuse,spending or giving freely and in large amount
2421,prohibitory,that serves to prohibit or forbid
2422,proletarian,of or relating to the working class
2423,prolific,producing offspring abundantly
2424,prolix,"extended to great, unnecessary or tedious length"
2425,promiscuous,having casual sexual relations with a number of partners
2426,promissory,containing or consisting of a promise
2427,propitious,presenting favourable opinions
2428,proportionate,adjusted to proper proportion
2429,proprietary,of relating to property or ownership
2430,prosaic,commonplace or dull
2431,protean,readily assuming different forms or characters
2432,Protestant,"any christian who is not catholic, anglican or eastern"
2433,protuberant,swelling or bulging outward
2434,provident,"with care and consideration for the future, foresight"
2435,providential,fortunate as if occurring as a gift from a deity
2436,provincial,belonging or peculiar to a particular province
2437,provisional,temporary
2438,prudent,wise in practical affairs
2439,prurient,having lustful thoughts
2440,psychopathic,having the behaviors and personality traits of a psychopath
2441,pudgy,"overweight (pertaining particularly to children), plump"
2442,puerile,"immature, childish"
2443,pugnacious,inclined to quarrel or fight readily
2444,puissant,"powerful, mighty, having authority"
2445,pulmonary,"pertaining to, having, or affecting the lungs"
2446,punctilious,strictly attentive to detail
2447,pungent,sharply affecting the organs of taste or smell
2448,punitive,concerned with or inflicting punishment
2449,purist,"a person who insists on purity in language, style, etc"
2450,pusillanimous,lacking courage
2451,putative,commonly believed or deemed to be the case
2452,putrescent,"becoming putrid, putrefying"
2453,putrid,"rotting, rotten, being in a state of putrefaction"
2454,pyrotechnic,"of, or relating to fireworks"
2455,quadrate,square or rectangular
2456,quaint,having old-fashioned attractiveness or charm
2457,qualitative,distinctions based on some quality rather than on quantity
2458,quarrelsome,argumentative
2459,quasi,resembling or having a likeness to something
2460,quasi-,1 english
2461,queasy,experiencing or causing nausea or uneasiness
2462,querulous,full of complaints
2463,quiescent,being at rest
2464,quixotic,extravagantly chivalrous or romantic
2465,quizzical,"odd, comical"
2466,quotidian,daily
2467,rabid,irrationally extreme in opinion or practice
2468,racy,slightly improper or indelicate
2469,radical,favouring change at the root cause of a matter
2470,raffish,mildly or sometimes engagingly disreputable or nonconformist
2471,ramose,"having branches, branching"
2472,rampant,violent in action or spirit
2473,rancid,being rank in taste or smell
2474,rancorous,"full of rancor, bitter, unforgiving"
2475,rapacious,given to seizing for plunder or the satisfaction of greed
2476,rapid,describes a process or concept which occurs quickly
2477,rapt,"very interested, involved in something, absorbed"
2478,raptorial,preying upon other animals
2479,rash,"hasty, not careful or considered"
2480,raucous,harsh
2481,ravenous,very hungry
2482,rebellious,defying or resisting some established authority
2483,recalcitrant,resisting authority or control
2484,receivable,fit for acceptance
2485,receptive,capable of receiving something
2486,recessive,"going back, receding"
2487,reciprocal,something which is mutual
2488,reckless,"careless or heedless, headstrong or rash"
2489,reclusive,preferring privacy and isolation
2490,recondite,dealing with very profound or difficult subject matter
2491,recreant,"disloyal, unfaithful, surrendering allegiance"
2492,recrudescent,breaking out again or into renewed activity
2493,recumbent,lying down
2494,recurrent,"occurring or appearing again, especially repeatedly"
2495,recusant,refusing to submit
2496,redolence,having a pleasant odour
2497,redoubtable,that is to be feared
2498,reducible,capable of being made smaller
2499,redundant,"superfluous, exceeding what is necessary"
2500,referable,capable of being directed to
2501,reflectible,"capable of being reflected or cast back, reflexible"
2502,reflexible,"capable of being reflected, or thrown back"
2503,refractory,hard or impossible to manage
2504,refringent,"that refracts, refractive"
2505,refulgent,"resplendent, or shining brightly and radiantly"
2506,regal,of or having to do with royalty
2507,regnant,"reigning, ruling, currently holding power [from 15th c ]"
2508,regretful,"full of feelings of regret, indulging in regrets"
2509,relevant,"directly related, connected, or pertinent to a topic"
2510,reliant,having dependence on
2511,reluctant,unwilling
2512,remediable,capable of being fixed
2513,remedial,intended to improve one's skill in a specific field
2514,remiss,"at fault, failing to fulfill responsibility"
2515,reparable,able to be fixed
2516,repentant,penitent
2517,replete,full of
2518,reprehensible,"blameworthy, deserving of criticism"
2519,repugnant,"distasteful, objectionable"
2520,reputable,"having a good reputation, honourable"
2521,requisite,"essential, required, indispensable"
2522,resilient,able to endure tribulation without cracking
2523,resistant,that which makes resistance or offers opposition
2524,resolute,"firm, unyielding, determined"
2525,resonant,"resounding, echoing"
2526,resplendent,shining brilliantly
2527,restive,"impatient under delay, duress, or control"
2528,restorative,capable of renewing health or strength
2529,restrained,characterized by reserve
2530,resurgent,rising again
2531,reticent,disposed to be silent or not speak freely
2532,retroactive,operative with respect to past occurrences
2533,ribald,"vulgar or indecent in speech, language, etc"
2534,riddled,damaged throughout by numerous perforations or holes
2535,rife,widespread (especially of unpleasant or harmful things)
2536,rigorous,rigidly severe or harsh
2537,risible,causing laughter
2538,robust,strong and healthy
2539,rotary,capable of turning around on an axis
2540,rote,routine
2541,rotund,"having a round or spherical shape, circular, orbicular"
2542,routine,according to established procedure
2543,rudimentary,"pertaining to first principles, basics"
2544,rugged,"broken into sharp or irregular points, not smooth"
2545,ruminant,any cud-chewing quadruped
2546,rustic,"country-styled or pastoral, rural"
2547,saccharine,resembling sugar
2548,sacred,devoted or dedicated to a deity or religious purpose
2549,sacrosanct,"beyond alteration, criticism, or interference"
2550,sadistic,delighting in the pain of others
2551,sagacious,showing acute mental discernment and keen practical sense
2552,salacious,lustful or lecherous
2553,salient,prominent or conspicuous
2554,saline,"containing or resembling salt, salty"
2555,sallow,"having a grayish, yellow-green hue"
2556,salubrious,favourable to or promoting health
2557,salutary,favourable to or promoting health
2558,sanctimonious,making a hypocritical show of piety
2559,sanguinary,accompanied by bloodshed
2560,sanguine,cheerfully optimistic
2561,sapid,"tasty, flavoursome or savoury"
2562,sapient,"possessing wisdom and discernment, wise, learned"
2563,saponaceous,"resembling soap, having the qualities of soap, soapy"
2564,sardonic,characterised by bitter or scornful derision
2565,sartorial,pertaining to tailors and their trade
2566,saturnalian,relating to unrestrained revelry
2567,saturnine,"sluggish in temperament, gloomy, taciturn"
2568,savory,"tasty, attractive to the palate"
2569,scathing,bitterly severe
2570,scholarly,concerned with academic learning and research
2571,scintillating,"animated, vivacious, effervescent"
2572,scriptural,in accordance with sacred writings
2573,scrupulous,showing a strict regard for what one considers right
2574,scurrilous,"given to vulgar verbal abuse, foul-mouthed"
2575,sebaceous,"of or relating to tallow or fat,"
2576,secular,not specifically religious
2577,sedentary,"not moving, relatively still, staying in the vicinity"
2578,sedulous,diligent in application or attention
2579,semiannual,"occurring twice a year, half-yearly, biannual"
2580,semiconscious,neither fully conscious nor unconscious
2581,seminal,having possibilities of future development
2582,senile,decline in mental or physical health due to old age
2583,sensory,pertaining to the senses
2584,sensual,inducing pleasurable and/or erotic sensations
2585,sensuous,"appealing to the senses, or to sensual gratification"
2586,sentient,conscious or aware
2587,separatist,an advocate of religious or political separation
2588,septennial,lasting or continuing seven years
2589,sepulchral,serving as a tomb
2590,sequacious,following with smooth or logical regularity
2591,sequent,"that comes after in time or order, subsequent"
2592,seraphic,of or relating to a seraph or the seraphim
2593,serene,"calm, peaceful, tranquil"
2594,serrated,having a notched edge or sawlike teeth
2595,servile,"slavishly submissive, fawning"
2596,sextuple,having six parts
2597,shambolic,"chaotic, disorganised"
2598,shiftless,"lazy, unmotivated"
2599,shrewd,showing clever resourcefulness in practical matters
2600,sibilant,"characterized by a hissing sound such as the ""s"" in sash"
2601,sidelong,"directed to the side, sideways"
2602,sidereal,determined by or from the stars
2603,signatory,having signed a document
2604,simultaneous,occurring or transpiring at the same time
2605,sinister,"threatening or portending evil, harm or trouble"
2606,sinuous,"having many curves, bends or turns"
2607,skeptical,"having, or expressing doubt, questioning"
2608,slapdash,"done hastily, haphazard, careless"
2609,sleazy,"marked by low quality, inferior, inadequate"
2610,slipshod,"done poorly or too quickly, slapdash"
2611,slovenly,"having an untidy appearance, unkempt"
2612,smug,"irritatingly pleased with oneself, self-satisfied"
2613,snide,"derogatory in a nasty, insinuating manner"
2614,sociable,inclined to associate with or be in the company of others
2615,socialist,"of, promoting, practicing, or characteristic of socialism"
2616,sodden,soaked with liquid or moisture
2617,solemn,deeply serious and somber
2618,solipsistic,of the theory that only the self can be proved to exist
2619,somatic,"part of, or relating to the body of an organism"
2620,somber,dark and dull in colour or things in respect to colour
2621,somniferous,"causing or inducing sleep, normally with harmful overtones"
2622,somnolent,drowsy or sleepy
2623,sonorous,"capable of giving out a deep, resonant sound"
2624,sophistical,fallacious
2625,sophomoric,"of, relating to, or characteristic of a sophomore"
2626,soporific,causing or tending to cause sleep
2627,sordid,dirty or squalid
2628,sparse,having widely spaced intervals
2629,spartan,"austere, frugal or characterized by self-denial"
2630,spasmodic,sudden but brief
2631,specious,apparently good or right though lacking real merit
2632,speckled,marked with dots
2633,spinous,"thorny, as a plant"
2634,splenetic,irritable
2635,spontaneous,coming from natural impulse
2636,sporadic,appearing or happening at irregular intervals
2637,sprightly,"animated, vivacious, or gay, lively"
2638,spurious,not genuine
2639,squalid,foul and repulsive from lack of care or cleanliness
2640,squeamish,"easily bothered or upset, tending to be nauseous or nervous"
2641,staccato,shortened and detached when played or sung
2642,stagnant,"lacking freshness, motion, progress, or change"
2643,stagy,theatrical
2644,staid,"of settled or sedate character, not flighty"
2645,stalwart,firmly built
2646,stark,"sheer, utter, downright or complete"
2647,stately,"of people: regal, dignified, worthy of respect"
2648,static,characterised by a fixed or stationary position
2649,stationary,"standing still, not moving"
2650,statuesque,like a statue
2651,steadfast,"fixed or unchanging, steady"
2652,stellar,"of, pertaining to, or characteristic of stars"
2653,stentorian,very loud or powerful in sound
2654,sterling,(of silver) having the standard fineness 0 925
2655,stingy,reluctant to give or spend
2656,stoic,"unaffected, indifferent, restrained"
2657,stolid,unemotional
2658,strait-laced,excessively strict in conduct or morality
2659,strenuous,characterised by vigorous exertion
2660,striated,having parallel lines or grooves on the surface
2661,strident,"loud, shrill, piercing, high-pitched, rough-sounding"
2662,stringent,rigorously binding or exacting
2663,studious,"given to thought, contemplative"
2664,stupendous,"astonishingly great or large, huge, enormous"
2665,suave,"charming, confident and elegant"
2666,subacid,somewhat acidic
2667,subaquatic,"located or living under water, submarine"
2668,subjacent,"lying beneath or at a lower level, underlying"
2669,sublime,elevated or lofty in thought
2670,subliminal,existing below the threshold of consciousness
2671,sublingual,beneath the tongue
2672,submersible,able to be put under water
2673,submissive,meekly obedient or passive
2674,subsequent,"following in time, coming after something else at any time"
2675,subservient,acting in an inferior capacity
2676,substantive,of the essence or essential element of a thing
2677,subterranean,"below ground, under the earth, underground"
2678,subtle,fine or delicate in meaning or intent
2679,subversive,intending to overturn or undermine a government or authority
2680,successive,following in an uninterrupted sequence
2681,succinct,brief and to the point
2682,succulent,juicy or lush
2683,suggestible,susceptible to influence by suggestion
2684,sumptuous,"magnificent and splendid, suggesting great expense"
2685,supercilious,haughtily disdainful or contemptuous
2686,superficial,"shallow, lacking substance"
2687,superfluous,in excess of what is required or sufficient
2688,superlative,"exceptionally good, of the highest quality, superb"
2689,supernumerary,"extra, beyond the standard or prescribed amount"
2690,supine,"lying on the back, face or front upward"
2691,supple,bending readily without breaking or becoming deformed
2692,supplementary,"additional, added to supply what is wanted"
2693,supplicant,"begging, pleading, supplicating"
2694,suppressible,capable of being done away with
2695,supramundane,"situated above the world or above our system, celestial"
2696,surly,"lordly, arrogant, supercilious"
2697,surreptitious,obtained or done by stealth
2698,susceptible,likely to be affected by something
2699,suspicious,questionable
2700,svelte,"attractively thin, gracefully slender"
2701,swarthy,"tawny, dusky, dark"
2702,syllabic,"of, relating to, or consisting of a syllable or syllables"
2703,sylvan,"pertaining to the forest, or woodlands"
2704,sympathetic,"of, related to, showing, or characterized by sympathy"
2705,symphonic,characteristic of a symphony orchestra
2706,symptomatic,(of a disease) showing symptoms
2707,synthetic,artificial
2708,systematic,"carried out using a planned, ordered procedure"
2709,systemic,pertaining to or affecting a whole system
2710,tacit,"done or made in silence, implied, but not expressed"
2711,taciturn,inclined to silence
2712,tactile,tangible
2713,tangent,touching a curve at a single point but not crossing it
2714,tangential,digressive or divergent from the topic of discussion
2715,tangible,capable of being touched
2716,tardy,"late, overdue or delayed"
2717,taut,"tight, under tension, as in a rope or bow string"
2718,tautological,"of, relating to, or using redundant language"
2719,tawdry,gaudy
2720,technic,technique
2721,tedious,"boring, monotonous, time consuming, wearisome"
2722,telltale,a person who heedlessly reveals private matters
2723,temperate,moderate or self-restrained
2724,temporal,pertaining to time
2725,tenable,"capable of being maintained or justified, well-founded"
2726,tendentious,having a bias or purpose
2727,tentative,unsure
2728,tenuous,thin or slender in form
2729,tepid,"lukewarm, neither warm nor cool"
2730,tercentenary,tricentenntial
2731,termagant,"quarrelsome and scolding or censorious, shrewish"
2732,terminal,"fatal, resulting in death"
2733,terrestrial,representing the earth as distinct from other planets
2734,territorial,"of, relating to, or restricted to a specific geographic area"
2735,terse,neatly or effectively concise
2736,testy,"easily annoyed, irritable"
2737,theological,relating to the nature and will of god as revealed to humans
2738,theoretical,"existing only in theory, hypothetical"
2739,therapeutic,of or pertaining to the treating or curing of disease
2740,thermal,pertaining to heat or temperature
2741,thermoelectric,pertaining to the relationship between heat and electricity
2742,thoroughbred,bred from pure stock
2743,threadbare,"shabby, frayed and worn to an extent that warp threads show"
2744,timorous,fearful
2745,tipsy,foolish as a result of drinking alcoholic beverages
2746,tiresome,"causing fatigue or boredom, wearisome"
2747,toilsome,"requiring continuous physical effort, laborious"
2748,torpid,"unmoving, dormant or hibernating"
2749,torrid,very hot and dry
2750,tortious,"of, pertaining to, a breach of contract"
2751,tortuous,"full of twists, turns or bends"
2752,torturous,of or pertaining to suffering or torture
2753,tractable,easily managed or controlled
2754,tranquil,peaceful
2755,transalpine,on the other side of the alps (with respect to rome)
2756,transatlantic,"on, from the other side of, or crossing the atlantic ocean"
2757,transcontinental,"crossing, spanning a continent"
2758,transient,"passing or disappearing with time, transitory"
2759,transitive,passing over or affecting something else
2760,transitory,"lasting only a short time, temporary"
2761,translucent,clear enough for light to pass through but not totally clear
2762,transverse,lying or extending crosswise or at right angles to something
2763,traumatic,"of, caused by, or causing trauma"
2764,treacherous,traitorous
2765,treasonable,"involving, or constituting treason"
2766,trebly,"having treble, or high-pitched, qualities"
2767,tremendous,"awe-inspiring, terrific"
2768,tremulous,"trembling, quivering or shaking"
2769,trenchant,"caustic, cutting, as language or a person"
2770,tricolor,having three colors
2771,triennial,happening every three years
2772,trite,"lacking in originality, stale"
2773,trivial,of little significance or value
2774,truculent,fierce
2775,truthful,"honest, and always telling the truth"
2776,turbid,"not clear because of stirred up sediment, opaque, obscured"
2777,turgid,swollen
2778,tutelar,"serving as a guardian, protective, tutelary"
2779,typical,capturing the overall sense of a thing
2780,typographical,pertaining to typography or printing
2781,tyrannical,"unjustly cruel, harsh or severe"
2782,ubiquitous,"existing or being everywhere, omnipresent"
2783,ulterior,beyond what is obvious or evident
2784,ultimate,"highest, maximum"
2785,ultramontane,"pertaining to the area south of the alps, especially italy"
2786,ultramundane,"extraordinary, abnormal"
2787,unaccountable,"inexplicable, unable to account for, or explain"
2788,unaffected,"lacking pretense or affectation, natural"
2789,unalloyed,"not in mixture with other metals, pure"
2790,unanimous,based on complete assent or agreement
2791,unassailable,"secure against attack, impregnable"
2792,unassuming,modest and having no pretensions or ostentation
2793,unavoidable,"impossible to avoid, bound to happen"
2794,unbearable,so unpleasant or painful as to be unendurable
2795,unbecoming,"not flattering, attractive or appropriate"
2796,unbridled,not controlled or restrained
2797,uncanny,extraordinary
2798,unconscionable,"unscrupulous, not guided by conscience"
2799,unconscious,not awake
2800,unctuous,"excessively smooth, suave or smug"
2801,underhanded,sneaky
2802,undulating,rising and falling like waves
2803,undulous,undulating
2804,unduly,excessively
2805,unequivocal,having only one possible meaning or explanation
2806,unfavorable,"disadvantageous, adverse, unsuitable"
2807,unfeigned,sincere
2808,unflappable,remaining composed and level-headed at all times
2809,unflinching,"staying committed despite any difficulty, steadfast"
2810,unfounded,"having no strong foundation, not based on reasons or facts"
2811,ungainly,"clumsy, lacking grace"
2812,unicellular,describing any microorganism that has a single cell
2813,unilateral,done by one side only
2814,unimpeachable,"above suspicion, impossible to discredit"
2815,uninhibited,not restrained by social convention or usage
2816,unintelligible,not capable of being understood
2817,unisonant,"of a single sound, producing the same sound"
2818,univocal,having only one meaning
2819,unkempt,"dishevelled, untidy, dirty, not kept up"
2820,unobtrusive,"not noticeable or blatant, inconspicuous"
2821,unpalatable,unpleasant to the taste
2822,unprecedented,"never before seen or done, without precedent"
2823,unregenerate,which cannot be transformed in mind and spirit
2824,unremitting,"incessant, never slackening"
2825,unrequited,"unanswered, not returned, not reciprocated, not repaid"
2826,unscathed,"not harmed or damaged in any way, untouched"
2827,unscrupulous,"conscienceless, unprincipled"
2828,unsophisticated,without complexity or refinements
2829,unspeakable,incapable of being spoken or uttered
2830,untenable,"incapable of being defended, as an argument, thesis, etc"
2831,untimely,at an inopportune time
2832,untoward,unfavourable or unfortunate
2833,unutterable,"unspeakable, beyond expression"
2834,unwieldy,"not readily handled or managed in use or action, awkward"
2835,unwitting,unintentional
2836,unwonted,"not customary or habitual, unusual, infrequent, strange"
2837,uppermost,"at, or nearest the top of something"
2838,upright,"vertical, erect"
2839,uproarious,"in a state of uproar, confused and noisy"
2840,urban,related to the (or any) city
2841,urbane,"courteous, polite, refined, and suave"
2842,usurious,charging illegal rates of interest for the use of money
2843,utilitarian,having regard to usefulness rather than beauty
2844,utmost,"of the greatest or highest degree, quantity or the like"
2845,uxorious,overly devoted or submissive to one's wife
2846,vacuous,"empty, without contents"
2847,vainglorious,filled with excessive pride over one's own achievements
2848,valedictory,bidding good-bye
2849,valiant,boldly courageous
2850,valid,"well grounded or justifiable, pertinent"
2851,valorous,courageous
2852,vapid,"lacking or having lost life, sharpness or flavour"
2853,variable,able to change
2854,variant,tending to change or alter
2855,variegated,varied in appearance or color
2856,vegetal,pertaining to vegetables or other plants
2857,vegetative,growing or developing as or like plants
2858,vehement,"zealous, ardent, impassioned"
2859,veiled,covered or concealed by a veil
2860,velvety,"like velvet (but not velvet), soft, smooth"
2861,venal,"willing to sell one's influence, in return for a bribe"
2862,vendible,"able to be bought, sold, or traded"
2863,venerable,commanding respect because of great age or dignity
2864,venereal,sexually transmitted
2865,venial,able to be forgiven or pardoned
2866,venomous,"able to inflict a poisoned bite, sting or wound"
2867,venous,of or pertaining to veins
2868,venturesome,bold
2869,veracious,habitually speaking the truth
2870,verbatim,corresponding with the original word for word
2871,verbose,characterised by the use of many or too many words
2872,verdant,covered with growing plants or moss
2873,veritable,being truly or very much so
2874,vernacular,of or pertaining to everyday language
2875,vernal,of or pertaining to spring
2876,versatile,capable of doing many things competently
2877,vespertine,occurring in or related to the evening
2878,vestigial,of or pertaining to a vestige or remnant
2879,vexatious,"causing vexation, annoyance, or trouble"
2880,viable,able to live on its own (as for a newborn)
2881,vicarious,experienced through someone else rather than first hand
2882,vigilant,"watchful, especially for danger or disorder, alert, wary"
2883,vigour,energy: forceful exertion
2884,vincible,capable of being defeated or overcome
2885,vindicatory,tending or serving to vindicate
2886,vindictive,having a tendency to seek revenge when wronged
2887,virago,"a loud-voice, ill-tempered, scolding woman"
2888,virile,being manly
2889,virtual,"imitated, simulated"
2890,virulent,of a disease or disease-causing agent
2891,visceral,of or relating to the visceraΓÇöinternal organs of the body
2892,viscid,sticky
2893,viscous,"sticky, thick as a fluid"
2894,visionary,"characterised by fanciful, or unpractical ideas"
2895,vital,"relating to, or characteristic of life"
2896,vitriolic,scathing
2897,vituperable,"liable to, or deserving, vituperation or severe censure"
2898,vivacious,lively
2899,vocable,able to be uttered
2900,vociferous,crying out noisily
2901,volant,having extended wings as if flying
2902,volatile,tending or threatening to break out into open violence
2903,voluble,characterised by a ready and continuous flow of words
2904,voluminous,of great size or extent
2905,voluptuous,"suggestive of or characterized by full, generous sensation"
2906,voracious,craving or consuming large quantities of food
2907,votive,dedicated or given in fulfillment of a vow or pledge
2908,vulnerable,capable of or susceptible to being hurt or wounded
2909,waggish,roguish in merriment and good humor
2910,wanton,deliberate and without motive or provocation
2911,warlike,hostile and belligerent
2912,wary,"watchful, being on one's guard against danger"
2913,wearisome,"tiresome, tedious or causing fatigue"
2914,weighty,"having weight, heavy, ponderous, as, a weighty body"
2915,whimsical,given to whimsy or fanciful notions
2916,willful,"deliberate, voluntary or intentional"
2917,wily,"sly, cunning, full of tricks"
2918,winsome,sweetly or innocently charming
2919,wintry,"suggestive or characteristic of winter, cold, stormy"
2920,wiry,"thin, muscular and flexible"
2921,wispy,"like a slender, flexible strand or bundle"
2922,wistful,full of yearning or longing
2923,witty,amusingly clever in perception and expression
2924,wizened,"withered, shriveled"
2925,wry,produced by a lopsidedness of the facial features
2926,yielding,inclined to give in
2927,zany,ludicrously or incongruously comical
2928,zealous,ardently devoted or diligent
2929,zodiacal,of or pertaining to the zodiac
2930,egregious,"outstandingly bad, shocking"
2931,epic,"heroic, majestic, impressively great"
2932,facile,easily accomplished or attained
2933,glib,"readily fluent, often thoughtlessly or insincerely so"
2934,maudlin,"tearfully or weakly emotional, foolishly sentimental"
