2305,reinstate,to restore somebody to a former position or rank
2306,reiterate,to say or do (something) for a second time
2307,rejoin,to come again into the company of
2308,rejuvenate,to make young again
2309,relapse,to fall back into a former state
2310,relegate,to send or consign to an inferior position
2311,relent,"to become less severe or intense, to become less hard"
2312,relinquish,to renounce or surrender
2313,relish,liking or enjoyment of the taste of something
2314,remand,to send back
2315,reminisce,to recall the past in a private moment
2316,remit,"to forgive, pardon"
2317,remunerate,"to compensate, to pay"
2318,rend,to separate into parts with force or sudden violence
2319,render,to cause to become
2320,rendezvous,to meet at an agreed time and place
2321,renege,"to break a promise or commitment, to go back on one's word"
2322,renounce,"to give up, resign, surrender"
2323,renovate,to restore to good condition
2324,reorganize,"to organize something again, or in a different manner"
2325,repeal,"to cancel, invalidate, annul"
2326,repel,to drive or force back
2327,repine,"to be fretful, discontented"
2328,replenish,"to refill, to renew"
2329,repose,"to lay, to set down"
2330,reprehend,"to criticize, to reprove"
2331,repress,"to keep under control, or suppress"
2332,reprimand,to reprove in a formal or official way
2333,reproach,to criticize or rebuke someone
2334,reprove,to criticize or correct
2335,repudiate,"to reject the truth or validity of something, to deny"
2336,repulse,to repel or drive back
2337,repute,"to attribute or credit something to something, to impute"
2338,requite,"to return in kind, to repay, to recompense, to reward"
2339,rescind,"to repeal, annul, or declare void"
2340,reseat,"to provide (e g a room) with more, or new, seats"
2341,resent,to express or exhibit displeasure or indignation
2342,resolve,to find a solution to (a problem)
2343,resonate,to vibrate or sound
2344,resuscitate,"to restore consciousness, vigor, or life to"
2345,retaliate,to do something harmful or negative in revenge
2346,retch,to make an unsuccessful effort to vomit
2347,retort,to say something sharp or witty in answer to a remark
2348,retrace,to go back over
2349,retract,to pull back inside
2350,retrench,to cut down or reduce something
2351,retrieve,to regain or get back something
2352,retrograde,"to move backwards, to recede"
2353,retrogress,"to return to an earlier, simpler or worse condition"
2354,retrospect,"to look or refer back to, to reflect on"
2355,reunite,"to unite again, as after separation"
2356,revel,"to make merry, to have a gay, lively time"
2357,reverberate,to ring with many echoes
2358,revere,to regard someone or something with great awe or devotion
2359,revert,"to turn back, or to the contrary, to reverse"
2360,revile,to attack (someone) with abusive language
2361,revise,"to look at again, to reflect on"
2362,revoke,to cancel or invalidate by withdrawing or reversing
2363,rhapsodize,to talk with extravagant enthusiasm
2364,ridicule,to criticize or disapprove of scornfully
2365,rue,to feel sorrow over
2366,ruminate,to chew cud
2367,rupture,"to burst, break through, or split, as under pressure"
2368,salvage,"to save from shipwreck, fire, etc"
2369,satiate,"to fill to satisfaction, to satisfy"
2370,saturate,"to become completely penetrated, soaked"
2371,savor,to enjoy something with unhurried appreciation
2372,scoff,"to jeer, laugh at with contempt and derision"
2373,scope,"to perform a cursory investigation, as to scope out"
2374,scorn,to feel or display contempt or disdain for something
2375,scotch,to cut or score
2376,scribble,to write or draw carelessly and in a hurry
2377,scrutinize,to examine something with great care
2378,scuttle,to sink a boat deliberately by making openings in the bottom
2379,sear,to char the surface of something with a hot instrument
2380,secede,to withdraw formally from an alliance
2381,seclude,"to shut off or keep apart, as from company, society, etc"
2382,sedate,"to tranquilize by giving a sedative, to induce sleep"
2383,seduce,to entice someone to engage in a sexual relationship
2384,seethe,to be in a state of agitation or excitement
2385,seize,"to deliberately take hold of, to grab or capture"
2386,sentence,to declare a sentence on a convicted person
2387,sequence,to arrange in an order
2388,sequester,to separate from all external influence
2389,sequestrate,to sequester
2390,sever,to cut free
2391,shriek,"to utter a loud, sharp, shrill sound or cry"
2392,shrivel,"to collapse inward, to crumble"
2393,shunt,to turn away or aside
2394,sibilate,to hiss
2395,sic,written parenthetically to show something quoted verbatim
2396,simulate,to model or replicate the appearance or properties of
2397,singe,to burn slightly
2398,skirmish,to engage in a minor battle or dispute
2399,skulk,to move in a stealthy manner
2400,slake,"to allay thirst, desire, etc, by satisfying it"
2401,slight,"very small in size, degree, amount, or importance"
2402,slough,to shed (skin)
2403,smelt,to fuse or melt ore in order to separate the metal contained
2404,sojourn,to reside somewhere temporarily
2405,solicit,to persistently try to get something or bring about an event
2406,sophisticate,make worldly-wise
2407,spawn,to produce or deposit (eggs) in water
2408,speculate,"to think, meditate or reflect on a subject"
2409,spurn,"to reject disdainfully, contemn, scorn"
2410,squabble,to participate in a minor fight or argument
2411,squander,"to waste, lavish, splurge"
2412,stagnate,"to cease motion, activity, or progress"
2413,stanch,to stop the flow of
2414,staunch,to stop the flow of (blood)
2415,stifle,"to quell, crush or end by force"
2416,stigmatize,"to characterize as disgraceful, to mark with a stigma"
2417,stimulate,to encourage into action
2418,stipulate,to require (something) as a condition of a contract
2419,stoke,"to stir up and feed, especially, a fire or furnace"
2420,strut,"to walk with a vain, pompous bearing"
2421,stultify,"to make, or cause to appear, foolish or ridiculous"
2422,stupefy,"to dull capacity to think, thereby reducing responsiveness"
2423,stymie,"to hinder, block or thwart"
2424,subdue,"to overcome, quieten, or bring under control"
2425,subjugate,to forcibly impose obedience or servitude
2426,sublimate,to change from a solid to a gas without becoming liquid
2427,submerge,to sink below the surface of water or another medium
2428,subordinate,to make subservient
2429,subside,"to sink or fall to the bottom, to settle, as lees"
2430,subsist,to survive on a minimum of resources
2431,substantiate,to establish by proof or competent evidence
2432,subtend,to extend or stretch underneath or opposite something
2433,subvert,"to overturn from the foundation, to overthrow"
2434,succumb,to yield to an overpowering force or overwhelming desire
2435,suffice,to be enough or adequate
2436,suffuse,"to spread through or over something, especially as a liquid"
2437,sully,"to soil, stain or tarnish"
2438,sunder,to separate
2439,superadd,to add on top of a previous addition
2440,superannuate,to allow to retire from office on a pension because of age
2441,superintend,"to oversee the work of others, to supervise"
2442,supersede,"to replace in power, effectiveness, use, etc"
2443,supervene,to take place or occur as something additional or extraneous
2444,supplant,"to take the place of, to replace, to supersede"
2445,supplicate,"humble oneself before another in making a request, to beg"
2446,suppress,"to hold in place, to keep low, to prevent publication"
2447,surmise,a conclusion drawn on limited evidence or intuitive feeling
2448,surmount,"to get over, to overcome"
2449,surpass,exceed; be greater than
2450,surrogate,to substitute something with something else
2451,surround,to encircle
2452,suspect,to suppose (something) to be true without evidence
2453,swathe,"to bind with a swathe, band, bandage, or rollers"
2454,tantalize,to tease by offering something but keeping it out of reach
2455,tantamount,"to amount to as much, to be equivalent"
2456,tarnish,to oxidize or discolor due to oxidation
2457,taunt,"to goad (a person) into responding, often aggressively"
2458,teem,to be stocked to overflowing
2459,temper,to moderate or control
2460,temporize,to be indecisive or evasive to gain time
2461,tempt,to entice to do something often regarded as unwise or wrong
2462,tenure,the holding or possessing of something
2463,terminate,to finish or end
2464,terrify,"to frighten greatly, to fill with terror"
2465,theorize,to formulate theories about some specific subject
2466,thrive,prosper; flourish
2467,thwart,"to prevent, to halt, to cause to fail, to foil, to frustrate"
2468,tinge,to colour slightly
2469,titter,to laugh or giggle in a somewhat subdued manner
2470,totter,"to walk, move or stand unsteadily or falteringly"
2471,traduce,"to slander, or to speak maliciously and falsely of"
2472,transact,"to do, carry through, conduct or perform some action"
2473,transcend,to rise above or go beyond
2474,transcribe,to make a written copy of spoken material
2475,transfigure,to transform the outward appearance of something
2476,transfuse,to transfer or pass from one to another
2477,transgress,"to violate a law, command, moral code, etc"
2478,transliterate,to change into corresponding characters of another alphabet
2479,transmit,"to send something from one person, place or thing to another"
2480,transmute,to change from one form into another
2481,transpire,"to occur, happen or take place"
2482,transplant,to transfer something from one place to another
2483,traverse,"to pass or move over, along or through"
2484,tremor,to shake or quiver excessively and rapidly or involuntarily
2485,triplicate,to make three identical copies of something
2486,trisect,to cut into three pieces
2487,truckle,to submit or yield tamely
2488,truncate,to shorten something as if by cutting off part of it
2489,typify,"to embody, exemplify, to represent by an image"
2490,undeceive,"to free from misconception, deception or error"
2491,undercharge,to charge less than the correct amount
2492,underexpose,expose (film or an image) for too short a time
2493,underlie,to lie in a position directly beneath
2494,undermine,to attempt to subvert through stealth
2495,underrate,"to underestimate, to make too low a rate or estimate"
2496,underscore,"to underline, to mark a line beneath text"
2497,undersell,to sell goods for a lower price than a competitor
2498,understate,to minimise or downplay
2499,underwrite,"to write under, especially under other written matter"
2500,undulate,to cause to move in a wavelike motion
2501,unfetter,free from restraint
2502,unfrock,to remove from status as a member of a clergy
2503,unify,"to become one, merge, combine"
2504,unravel,to separate the threads (of)
2505,unsettle,to make upset or uncomfortable
2506,unyoke,to release something from a yoke or harness
2507,upbraid,to find fault with or reproach severely
2508,upcast,"to cast or throw up, to turn upward"
2509,upheave,"to heave or lift up, raise up or aloft"
2510,uproot,to tear away from a native place or environment
2511,upstart,"to rise suddenly, to spring"
2512,upturn,to turn (something) up or over
2513,usurp,"to seize power from another, usually by illegitimate means"
2514,vacate,"to move out of a dwelling, either by choice or by eviction"
2515,vaccinate,treat with a vaccine to produce immunity against a disease
2516,vacillate,to waver in opinion
2517,validate,to confirm
2518,variegate,to make varied in appearance
2519,veer,to change from one course or direction to another
2520,vegetate,to grow or sprout
2521,venerate,to regard or treat with reverence
2522,venture,to undertake a risky or daring journey
2523,verify,to substantiate or prove the truth of something
2524,vex,to irritate
2525,vie,to contend for superiority
2526,vilify,to say defamatory things about someone or something
2527,vindicate,"to clear from an accusation, suspicion or criticism"
2528,vitiate,to impair the quality of
2529,vituperate,to criticize in a harsh or abusive manner
2530,vivify,to bring to life
2531,vociferate,to speak or cry out loudly
2532,vouchsafe,"to grant or give, as by favor, graciousness or condescension"
2533,waft,to carry lightly and smoothly through the air or over water
2534,waive,to refrain from claiming or insisting on
2535,wallow,to move lazily or heavily
2536,wane,"to decrease in strength, intensity, etc"
2537,warp,to bend or twist out of shape
2538,waver,"to sway back and forth, to totter or reel"
2539,waylay,to lie in wait for and attack from ambush
2540,wean,to accustom a child to food other than mother's milk
2541,welter,"to roll, toss or heave"
2542,wheedle,"to influence a person by smooth, flattering words or acts"
2543,whelp,to give birth
2544,whet,to sharpen by grinding or friction
2545,whine,to utter a complaining cry or sound
2546,wield,"to command, rule over, to possess or own"
2547,winnow,to remove lighter particles from grain
2548,wither,to shrivel
2549,wizen,to become wrinkled by shrinkage as from age or illness
2550,wrangle,"to bicker, or quarrel angrily and noisily"
2551,wreak,"to inflict, especially if causing harm or injury"
2552,wrench,to twist suddenly and forcibly
2553,wrest,to pull or twist violently
2554,writhe,"to twist or turn so as to distort, to wring"
2555,yearn,to have earnest or strong desire
2556,enumerate,"to mention separately as if in counting, name one by one"
2557,expatriate,to banish (a person) from his or her native country
2558,expunge,"to strike or blot out, erase"
2559,foment,"to instigate or foster (discord, rebellion, etc )"
